Date,Open,High,Low,Close,Adj Close,Volume
3/1/2018,44.6350,44.945,43.165001,43.7500,41.650185,195208000
3/2/2018,43.2000,44.075001,43.112499,44.0525,41.938171,153816000
3/5/2018,43.8025,44.435001,43.630001,44.2050,42.083351,113605600
3/6/2018,44.4775,44.5625,44.032501,44.1675,42.047653,95154000
3/7/2018,43.7350,43.962502,43.567501,43.7575,41.657333,126814000
3/8/2018,43.8700,44.279999,43.767502,44.2350,42.111912,95096400
3/9/2018,44.4900,45,44.3475,44.9950,42.83543,128740800
3/12/2018,45.0725,45.5975,45.052502,45.4300,43.249557,128828400
3/13/2018,45.6475,45.875,44.810001,44.9925,42.833057,126774000
3/14/2018,45.0800,45.130001,44.452499,44.6100,42.468914,117473600
3/15/2018,44.6250,45.060001,44.517502,44.6625,42.518894,90975200
3/16/2018,44.6625,44.779999,44.404999,44.5050,42.368954,157618800
3/19/2018,44.3300,44.3675,43.415001,43.8250,41.721592,133787200
3/20/2018,43.8100,44.200001,43.735001,43.8100,41.70731,78597600
3/21/2018,43.7600,43.772499,42.814999,42.8175,40.762444,148219600
3/22/2018,42.5000,43.169998,42.150002,42.2125,40.186485,165963200
3/23/2018,42.0975,42.48,41.235001,41.2350,39.255905,164115200
3/26/2018,42.0175,43.275002,41.610001,43.1925,41.119446,150164800
3/27/2018,43.4200,43.787498,41.73,42.0850,40.065109,163690400
3/28/2018,41.8125,42.505001,41.297501,41.6200,39.622421,166674000
3/29/2018,41.9525,42.9375,41.724998,41.9450,39.931816,153594000
4/2/2018,41.6600,42.235001,41.1175,41.6700,39.670013,150347200
4/3/2018,41.9100,42.1875,41.220001,42.0975,40.077003,121112000
4/4/2018,41.2200,43.002499,41.192501,42.9025,40.843372,138422000
4/5/2018,43.1450,43.557499,43.02,43.2000,41.126587,107732800
4/6/2018,42.7425,43.119999,42.049999,42.0950,40.074619,140021200
4/9/2018,42.4700,43.272499,42.462502,42.5125,40.472084,116070800
4/10/2018,43.2500,43.5,42.8825,43.3125,41.233685,113634400
4/11/2018,43.0575,43.48,42.924999,43.1100,41.040905,89726400
4/12/2018,43.3525,43.75,43.259998,43.5350,41.445507,91557200
4/13/2018,43.6950,43.959999,43.462502,43.6825,41.585926,100497200
4/16/2018,43.7575,44.047501,43.7075,43.9550,41.845348,86313600
4/17/2018,44.1225,44.735001,44.102501,44.5600,42.42131,106421600
4/18/2018,44.4525,44.705002,44.220001,44.4600,42.326107,83018000
4/19/2018,43.4400,43.8475,43.165001,43.2000,41.126587,139235200
4/20/2018,42.6500,42.805,41.357498,41.4300,39.441525,261964400
4/23/2018,41.7075,41.73,41.022499,41.3100,39.327293,146062000
4/24/2018,41.4175,41.5825,40.305,40.7350,38.779896,134768000
4/25/2018,40.6550,41.355,40.602501,40.9125,38.948872,113528400
4/26/2018,41.0300,41.432499,40.842499,41.0550,39.08453,111852000
4/27/2018,41.0000,41.0825,40.157501,40.5800,38.632339,142623200
4/30/2018,40.5325,41.814999,40.459999,41.3150,39.33205,169709600
5/1/2018,41.6025,42.299999,41.317501,42.2750,40.245983,214277600
5/2/2018,43.8075,44.4375,43.450001,44.1425,42.023846,266157600
5/3/2018,43.9700,44.375,43.610001,44.2225,42.100006,136272800
5/4/2018,44.5625,46.0625,44.5425,45.9575,43.751732,224805200
5/7/2018,46.2950,46.9175,46.1875,46.2900,44.068283,169805600
5/8/2018,46.2475,46.555,45.9175,46.5125,44.280102,113611200
5/9/2018,46.6375,46.849998,46.305,46.8400,44.591873,92844800
5/10/2018,46.9350,47.592499,46.912498,47.5100,45.229725,111957200
5/11/2018,47.3725,47.514999,46.862499,47.1475,45.057693,104848800
5/14/2018,47.2525,47.3825,46.965,47.0375,44.952579,83115200
5/15/2018,46.6950,46.767502,46.275002,46.6100,44.544022,94780800
5/16/2018,46.5175,47.115002,46.5,47.0450,44.959743,76732400
5/17/2018,47.0000,47.227501,46.59,46.7475,44.675434,69176000
5/18/2018,46.7975,46.952499,46.532501,46.5775,44.512959,73190800
5/21/2018,47.0000,47.317501,46.727501,46.9075,44.828342,73603200
5/22/2018,47.0950,47.220001,46.695,46.7900,44.716038,60962800
5/23/2018,46.5875,47.125,46.439999,47.0900,45.002747,80233600
5/24/2018,47.1925,47.209999,46.552502,47.0375,44.952579,92936000
5/25/2018,47.0575,47.412498,46.912498,47.1450,45.055317,69844000
5/29/2018,46.9000,47.1875,46.717499,46.9750,44.892849,90056400
5/30/2018,46.9300,47,46.695,46.8750,44.797283,74762000
5/31/2018,46.8050,47.057499,46.535,46.7175,44.646759,109931200
6/1/2018,46.9975,47.564999,46.9375,47.5600,45.45192,93770000
6/4/2018,47.9100,48.355,47.837502,47.9575,45.831802,105064800
6/5/2018,48.2675,48.485001,48.09,48.3275,46.185398,86264000
6/6/2018,48.4075,48.52,47.98,48.4950,46.345474,83734400
6/7/2018,48.5350,48.549999,48.084999,48.3650,46.221233,85388800
6/8/2018,47.7925,48,47.442501,47.9250,45.800739,106627200
6/11/2018,47.8375,47.9925,47.552502,47.8075,45.688442,73234000
6/12/2018,47.8475,48.1525,47.787498,48.0700,45.939316,67644400
6/13/2018,48.1050,48.220001,47.610001,47.6750,45.561817,86553600
6/14/2018,47.8875,47.892502,47.555,47.7000,45.58572,86440400
6/15/2018,47.5075,47.540001,47.064999,47.2100,45.117432,246876800
6/18/2018,46.9700,47.305,46.799999,47.1850,45.093544,73939600
6/19/2018,46.2850,46.5825,45.862499,46.4225,44.364838,134314000
6/20/2018,46.5875,46.799999,46.432499,46.6250,44.558361,82514800
6/21/2018,46.8125,47.087502,46.235001,46.3650,44.309879,102847600
6/22/2018,46.5300,46.537498,46.174999,46.2300,44.18087,108801600
6/25/2018,45.8500,46.23,45.182499,45.5425,43.523857,126652400
6/26/2018,45.7475,46.6325,45.634998,46.1075,44.063797,98276800
6/27/2018,46.3075,46.82,46.0075,46.0400,43.99929,101141200
6/28/2018,46.0250,46.552502,45.950001,46.3750,44.319435,69460800
6/29/2018,46.5725,46.797501,45.727501,46.2775,44.226265,90950800
7/2/2018,45.9550,46.825001,45.855,46.7950,44.720821,70925200
7/3/2018,46.9475,46.987499,45.884998,45.9800,43.941952,55819200
7/5/2018,46.3150,46.602501,46.07,46.3500,44.295555,66416800
7/6/2018,46.3550,47.107498,46.299999,46.9925,44.909565,69940800
7/9/2018,47.3750,47.669998,47.325001,47.6450,45.533146,79026400
7/10/2018,47.6775,47.82,47.544998,47.5875,45.478199,63756400
7/11/2018,47.1250,47.445,46.9025,46.9700,44.888073,75326000
7/12/2018,47.3825,47.852501,47.327499,47.7575,45.640663,72164400
7/13/2018,47.7700,47.959999,47.724998,47.8325,45.712345,50055600
7/16/2018,47.8800,48.162498,47.605,47.7275,45.612,60172400
7/17/2018,47.4375,47.967499,47.299999,47.8625,45.741005,62138000
7/18/2018,47.9450,47.950001,47.482498,47.6000,45.490143,65573600
7/19/2018,47.4225,48.137501,47.422501,47.9700,45.843754,81147200
7/20/2018,47.9450,48.107498,47.5425,47.8600,45.738617,82704800
7/23/2018,47.6700,47.990002,47.389999,47.9025,45.77924,63957600
7/24/2018,48.1125,48.415001,48.012501,48.2500,46.111336,74791600
7/25/2018,48.2650,48.712502,48.107498,48.7050,46.546169,66839600
7/26/2018,48.6525,48.990002,48.4025,48.5525,46.400425,76304000
7/27/2018,48.7475,48.797501,47.525002,47.7450,45.628716,96096000
7/30/2018,47.9750,48.049999,47.267502,47.4775,45.373077,84118000
7/31/2018,47.5750,48.035,47.334999,47.5725,45.46386,157492000
8/1/2018,49.7825,50.439999,49.327499,50.3750,48.142143,271742800
8/2/2018,50.1450,52.095001,50.087502,51.8475,49.549381,249616000
8/3/2018,51.7575,52.185001,51.369999,51.9975,49.692726,133789600
8/6/2018,52.0000,52.3125,51.767502,52.2675,49.95076,101701600
8/7/2018,52.3300,52.375,51.689999,51.7775,49.482471,102349600
8/8/2018,51.5125,51.952499,51.130001,51.8125,49.515926,90102000
8/9/2018,52.3825,52.445,51.799999,52.2200,49.905369,93970400
8/10/2018,51.8400,52.275002,51.6675,51.8825,49.756714,98444800
8/13/2018,52.3275,52.737499,51.924999,52.2175,50.077991,103563600
8/14/2018,52.5400,52.639999,52.064999,52.4375,50.288979,82992000
8/15/2018,52.3050,52.685001,52.0825,52.5600,50.406448,115230400
8/16/2018,52.9375,53.452499,52.8675,53.3300,51.144917,114001600
8/17/2018,53.3600,54.487499,53.290001,54.3950,52.166279,141708000
8/20/2018,54.5250,54.794998,53.7775,53.8650,51.657997,121150800
8/21/2018,54.2000,54.297501,53.5075,53.7600,51.557304,104639200
8/22/2018,53.5250,54.09,53.459999,53.7625,51.559692,76072400
8/23/2018,53.6625,54.262501,53.650002,53.8725,51.665184,75532800
8/24/2018,54.1500,54.224998,53.7775,54.0400,51.825813,73905600
8/27/2018,54.2875,54.685001,54.0825,54.4850,52.252586,82100400
8/28/2018,54.7525,55.134998,54.73,54.9250,52.674561,91107200
8/29/2018,55.0375,55.872501,54.852501,55.7450,53.460957,109019200
8/30/2018,55.8125,57.064999,55.599998,56.2575,53.952457,195175200
8/31/2018,56.6275,57.217499,56.5,56.9075,54.575829,173360400
9/4/2018,57.1025,57.294998,56.657501,57.0900,54.750843,109560400
9/5/2018,57.2475,57.4175,56.275002,56.7175,54.393608,133332000
9/6/2018,56.5575,56.837502,55.325001,55.7750,53.489735,137160000
9/7/2018,55.4625,56.342499,55.177502,55.3250,53.058167,150479200
9/10/2018,55.2375,55.462502,54.1175,54.5825,52.346085,158066000
9/11/2018,54.5025,56.075001,54.139999,55.9625,53.669552,142996000
9/12/2018,56.2350,56.25,54.959999,55.2675,53.003025,197114800
9/13/2018,55.8800,57.087502,55.642502,56.6025,54.283325,166825600
9/14/2018,56.4375,56.709999,55.630001,55.9600,53.667156,127997200
9/17/2018,55.5375,55.737499,54.317501,54.4700,52.238201,148780400
9/18/2018,54.4475,55.462502,54.279999,54.5600,52.324512,126286800
9/19/2018,54.6250,54.904999,53.825001,54.5925,52.355679,108495200
9/20/2018,55.0600,55.57,54.787498,55.0075,52.753677,106435200
9/21/2018,55.1950,55.34,54.322498,54.4150,52.185455,384986800
9/24/2018,54.2050,55.314999,54.157501,55.1975,52.935883,110773600
9/25/2018,54.9375,55.705002,54.924999,55.5475,53.271549,98217600
9/26/2018,55.2500,55.9375,54.939999,55.1050,52.847183,95938800
9/27/2018,55.9550,56.610001,55.884998,56.2375,53.933281,120724800
9/28/2018,56.1975,56.459999,56.005001,56.4350,54.122681,91717600
10/1/2018,56.9875,57.355,56.587502,56.8150,54.487122,94403200
10/2/2018,56.8125,57.5,56.657501,57.3200,54.971424,99152800
10/3/2018,57.5125,58.3675,57.445,58.0175,55.640347,114619200
10/4/2018,57.6950,58.087502,56.682499,56.9975,54.662144,128168000
10/5/2018,56.9900,57.102501,55.145,56.0725,53.775043,134322000
10/8/2018,55.5525,56.200001,55.049999,55.9425,53.650372,118655600
10/9/2018,55.9100,56.817501,55.5625,56.7175,54.393608,107564000
10/10/2018,56.3650,56.587502,54.012501,54.0900,51.873764,167962400
10/11/2018,53.6300,54.875,53.080002,53.6125,51.415833,212497600
10/12/2018,55.1050,55.720001,54.209999,55.5275,53.252365,161351600
10/15/2018,55.2900,55.4575,54.317501,54.3400,52.113525,123164000
10/16/2018,54.7325,55.747501,54.189999,55.5375,53.261951,116736000
10/17/2018,55.5750,55.66,54.834999,55.2975,53.031792,91541600
10/18/2018,54.4650,54.935001,53.25,54.0050,51.792259,130325200
10/19/2018,54.5150,55.314999,54.357498,54.8275,52.581047,132314800
10/22/2018,54.9475,55.84,54.735001,55.1625,52.902325,115168400
10/23/2018,53.9575,55.8125,53.674999,55.6825,53.40102,155071200
10/24/2018,55.6500,56.057499,53.634998,53.7725,51.569275,163702000
10/25/2018,54.4275,55.345001,54.1875,54.9500,52.698528,119423200
10/26/2018,53.9750,55.047501,53.1675,54.0750,51.859383,189033600
10/29/2018,54.7975,54.922501,51.522499,53.0600,50.885967,183742000
10/30/2018,52.7875,53.794998,52.317501,53.3250,51.140118,146640000
10/31/2018,54.2200,55.112499,54.154999,54.7150,52.473167,153435600
11/1/2018,54.7625,55.59,54.202499,55.5550,53.278744,233292800
11/2/2018,52.3875,53.412498,51.357498,51.8700,49.744732,365314800
11/5/2018,51.0750,51.0975,49.5425,50.3975,48.33255,264654800
11/6/2018,50.4800,51.18,50.422501,50.9425,48.855232,127531600
11/7/2018,51.4925,52.514999,51.032501,52.4875,50.336922,133697600
11/8/2018,52.4950,52.529999,51.6875,52.1225,50.161301,101450400
11/9/2018,51.3875,51.502499,50.5625,51.1175,49.194115,137463200
11/12/2018,49.7500,49.962502,48.447498,48.5425,46.716,204542000
11/13/2018,47.9075,49.294998,47.862499,48.0575,46.249241,187531600
11/14/2018,48.4750,48.619999,46.482498,46.7000,44.942841,243204000
11/15/2018,47.0975,47.9925,46.724998,47.8525,46.051975,185915200
11/16/2018,47.6250,48.7425,47.365002,48.3825,46.562019,147713200
11/19/2018,47.5000,47.674999,46.247501,46.4650,44.716679,167701200
11/20/2018,44.5925,45.3675,43.877499,44.2450,42.580196,271300800
11/21/2018,44.9325,45.067501,44.137501,44.1950,42.532085,124496800
11/23/2018,43.7350,44.150002,43.025002,43.0725,41.451805,94496000
11/26/2018,43.5600,43.737499,42.564999,43.6550,42.012405,179994000
11/27/2018,42.8775,43.692501,42.720001,43.5600,41.920975,165549600
11/28/2018,44.1825,45.322498,43.732498,45.2350,43.532948,184250000
11/29/2018,45.6650,45.700001,44.424999,44.8875,43.198532,167080000
11/30/2018,45.0725,45.0825,44.2575,44.6450,42.965153,158126000
12/3/2018,46.1150,46.235001,45.302502,46.2050,44.466457,163210000
12/4/2018,45.2375,45.5975,44.067501,44.1725,42.510429,165377200
12/6/2018,42.9400,43.695,42.605,43.6800,42.036465,172393600
12/7/2018,43.3725,43.622501,42.075001,42.1225,40.53756,169126400
12/10/2018,41.2500,42.522499,40.8325,42.4000,40.804626,248104000
12/11/2018,42.9150,42.947498,41.75,42.1575,40.571255,189126800
12/12/2018,42.6000,42.98,42.255001,42.2750,40.68433,142510800
12/13/2018,42.6225,43.142502,42.387501,42.7375,41.129421,127594400
12/14/2018,42.2500,42.27,41.32,41.3700,39.81337,162814800
12/17/2018,41.3625,42.087502,40.682499,40.9850,39.442863,177151600
12/18/2018,41.3450,41.8825,41.0975,41.5175,39.955334,135366000
12/19/2018,41.5000,41.862499,39.772499,40.2225,38.709049,196189200
12/20/2018,40.1000,40.5275,38.825001,39.2075,37.732246,259092000
12/21/2018,39.2150,39.540001,37.407501,37.6825,36.264629,382978400
12/24/2018,37.0375,37.887501,36.647499,36.7075,35.326313,148676800
12/26/2018,37.0750,39.307499,36.68,39.2925,37.814045,234330000
12/27/2018,38.9600,39.192501,37.517502,39.0375,37.568638,212468400
12/28/2018,39.3750,39.630001,38.637501,39.0575,37.587883,169165600
12/31/2018,39.6325,39.84,39.119999,39.4350,37.951199,140014000
1/2/2019,38.7225,39.712502,38.557499,39.4800,37.994499,148158800
1/3/2019,35.9950,36.43,35.5,35.5475,34.209965,365248800
1/4/2019,36.1325,37.137501,35.950001,37.0650,35.670357,234428400
1/7/2019,37.1750,37.2075,36.474998,36.9825,35.590973,219111200
1/8/2019,37.3900,37.955002,37.130001,37.6875,36.26944,164101200
1/9/2019,37.8225,38.6325,37.407501,38.3275,36.885361,180396400
1/10/2019,38.1250,38.4925,37.715,38.4500,37.00325,143122800
1/11/2019,38.2200,38.424999,37.877499,38.0725,36.639954,108092800
1/14/2019,37.7125,37.817501,37.305,37.5000,36.088993,129756800
1/15/2019,37.5675,38.3475,37.512501,38.2675,36.827621,114843600
1/16/2019,38.2700,38.970001,38.25,38.7350,37.277531,122278800
1/17/2019,38.5500,39.415001,38.314999,38.9650,37.498859,119284800
1/18/2019,39.3750,39.470001,38.994999,39.2050,37.729843,135004000
1/22/2019,39.1025,39.182499,38.154999,38.3250,36.88295,121576000
1/23/2019,38.5375,38.785,37.924999,38.4800,37.032116,92522400
1/24/2019,38.5275,38.619999,37.935001,38.1750,36.73859,101766000
1/25/2019,38.8700,39.532501,38.580002,39.4400,37.956001,134142000
1/28/2019,38.9475,39.0825,38.415001,39.0750,37.604733,104768400
1/29/2019,39.0625,39.532501,38.5275,38.6700,37.21497,166348800
1/30/2019,40.8125,41.537498,40.057499,41.3125,39.758041,244439200
1/31/2019,41.5275,42.25,41.139999,41.6100,40.044346,162958400
2/1/2019,41.7400,42.244999,41.482498,41.6300,40.063599,130672400
2/4/2019,41.8525,42.915001,41.82,42.8125,41.201599,125982000
2/5/2019,43.2150,43.77,43.087502,43.5450,41.906536,144406400
2/6/2019,43.6625,43.892502,43.212502,43.5600,41.920975,112958400
2/7/2019,43.1000,43.485001,42.584999,42.7350,41.127014,126966800
2/8/2019,42.2475,42.665001,42.105,42.6025,41.175354,95280000
2/11/2019,42.7625,42.802502,42.3125,42.3575,40.938541,83973600
2/12/2019,42.5250,42.75,42.424999,42.7225,41.291321,89134000
2/13/2019,42.8475,43.119999,42.48,42.5450,41.119774,89960800
2/14/2019,42.4275,42.814999,42.345001,42.7000,41.269581,87342800
2/15/2019,42.8125,42.924999,42.4375,42.6050,41.177757,98507200
2/19/2019,42.4275,42.860001,42.372501,42.7325,41.300991,75891200
2/20/2019,42.7975,43.330002,42.747501,43.0075,41.566772,104457600
2/21/2019,42.9500,43.092499,42.575001,42.7650,41.33239,68998800
2/22/2019,42.8950,43.25,42.845001,43.2425,41.793903,75652800
2/25/2019,43.5400,43.967499,43.487499,43.5575,42.098351,87493600
2/26/2019,43.4275,43.825001,43.2925,43.5825,42.122513,68280800
2/27/2019,43.3025,43.75,43.182499,43.7175,42.252995,111341600
2/28/2019,43.5800,43.727501,43.23,43.2875,41.837395,112861600
3/1/2019,43.5700,43.787498,43.2225,43.7425,42.277161,103544800
3/4/2019,43.9225,44.4375,43.4925,43.9625,42.48978,109744800
3/5/2019,43.9850,44,43.634998,43.8825,42.412468,78949600
3/6/2019,43.6675,43.872501,43.485001,43.6300,42.16843,83241600
3/7/2019,43.4675,43.610001,43.005001,43.1250,41.680344,99185600
3/8/2019,42.5800,43.267502,42.375,43.2275,41.779408,95997600
3/11/2019,43.8725,44.779999,43.837502,44.7250,43.226734,128044000
3/12/2019,45.0000,45.6675,44.842499,45.2275,43.712406,129870400
3/13/2019,45.5625,45.825001,45.23,45.4275,43.905708,124130000
3/14/2019,45.9750,46.025002,45.639999,45.9325,44.393784,94318000
3/15/2019,46.2125,46.8325,45.935001,46.5300,44.971275,156171600
3/18/2019,46.4500,47.0975,46.447498,47.0050,45.430363,104879200
3/19/2019,47.0875,47.247501,46.48,46.6325,45.070343,126585600
3/20/2019,46.5575,47.372501,46.182499,47.0400,45.464188,124140800
3/21/2019,47.5050,49.0825,47.452499,48.7725,47.138649,204136800
3/22/2019,48.8350,49.422501,47.695,47.7625,46.162479,169630800
3/25/2019,47.8775,47.994999,46.650002,47.1850,45.604336,175381200
3/26/2019,47.9150,48.220001,46.145,46.6975,45.133163,199202000
3/27/2019,47.1875,47.439999,46.637501,47.1175,45.539097,119393600
3/28/2019,47.2375,47.389999,46.8825,47.1800,45.599491,83121600
3/29/2019,47.4575,47.52,47.134998,47.4875,45.896698,94256000
4/1/2019,47.9100,47.919998,47.095001,47.8100,46.208397,111448000
4/2/2019,47.7725,48.615002,47.762501,48.5050,46.880116,91062800
4/3/2019,48.3125,49.125,48.287498,48.8375,47.201481,93087200
4/4/2019,48.6975,49.092499,48.285,48.9225,47.283627,76457200
4/5/2019,49.1125,49.275002,48.982498,49.2500,47.600155,74106400
4/8/2019,49.1050,50.057499,49.084999,50.0250,48.349194,103526800
4/9/2019,50.0800,50.712502,49.807499,49.8750,48.204216,143072800
4/10/2019,49.6700,50.185001,49.544998,50.1550,48.474838,86781200
4/11/2019,50.2125,50.25,49.610001,49.7375,48.071327,83603200
4/12/2019,49.8000,50.035,49.052502,49.7175,48.051987,111042800
4/15/2019,49.6450,49.962502,49.502499,49.8075,48.138977,70146400
4/16/2019,49.8650,50.342499,49.639999,49.8125,48.143822,102785600
4/17/2019,49.8850,50.845001,49.6525,50.7825,49.081314,115627200
4/18/2019,50.7800,51.037498,50.630001,50.9650,49.25771,96783200
4/22/2019,50.7075,51.235001,50.584999,51.1325,49.419594,77758000
4/23/2019,51.1075,51.9375,50.974998,51.8700,50.132385,93292000
4/24/2019,51.8400,52.119999,51.762501,51.7900,50.055061,70162400
4/25/2019,51.7075,51.939999,51.279999,51.3200,49.600807,74172800
4/26/2019,51.2250,51.25,50.529999,51.0750,49.364021,74596400
4/29/2019,51.1000,51.4925,50.965,51.1525,49.438919,88818800
4/30/2019,50.7650,50.849998,49.7775,50.1675,48.486919,186139600
5/1/2019,52.4700,53.827499,52.307499,52.6300,50.866928,259309200
5/2/2019,52.4600,53.162498,52.032501,52.2875,50.5359,127985200
5/3/2019,52.7225,52.959999,52.557499,52.9375,51.164124,83569600
5/6/2019,51.0725,52.209999,50.875,52.1200,50.374008,129772400
5/7/2019,51.4700,51.855,50.2075,50.7150,49.016083,155054800
5/8/2019,50.4750,51.334999,50.4375,50.7250,49.025742,105358000
5/9/2019,50.1000,50.419998,49.165001,50.1800,48.499004,139634400
5/10/2019,49.3550,49.712502,48.192501,49.2950,47.827118,164834800
5/13/2019,46.9275,47.369999,45.712502,46.4300,45.047436,229722400
5/14/2019,46.6025,47.424999,46.352501,47.1650,45.760544,146118800
5/15/2019,46.5675,47.9375,46.505001,47.7300,46.308731,106178800
5/16/2019,47.4775,48.1175,47.209999,47.5200,46.10498,132125600
5/17/2019,46.7325,47.724998,46.689999,47.2500,45.843018,131516400
5/20/2019,45.8800,46.087502,45.07,45.7725,44.409512,154449200
5/21/2019,46.3050,47,46.174999,46.6500,45.26088,113459200
5/22/2019,46.1650,46.427502,45.637501,45.6950,44.334316,118994400
5/23/2019,44.9500,45.134998,44.452499,44.9150,43.577557,146118800
5/24/2019,45.0500,45.535,44.654999,44.7425,43.410183,94858800
5/28/2019,44.7300,45.147499,44.477501,44.5575,43.230694,111792800
5/29/2019,44.1050,44.837502,44,44.3450,43.024525,113924800
5/30/2019,44.4875,44.807499,44.1675,44.5750,43.247673,84873600
5/31/2019,44.0575,44.497501,43.747501,43.7675,42.464226,108174400
6/3/2019,43.9000,44.48,42.567501,43.3250,42.034893,161584400
6/4/2019,43.8600,44.9575,43.630001,44.9100,43.572697,123872000
6/5/2019,46.0700,46.247501,45.285,45.6350,44.276104,119093600
6/6/2019,45.7700,46.3675,45.537498,46.3050,44.926155,90105200
6/7/2019,46.6275,47.98,46.442501,47.5375,46.121956,122737600
6/10/2019,47.9525,48.842499,47.904999,48.1450,46.711369,104883600
6/11/2019,48.7150,49,48.400002,48.7025,47.252254,107731600
6/12/2019,48.4875,48.9925,48.3475,48.5475,47.101879,73012800
6/13/2019,48.6750,49.197498,48.400002,48.5375,47.092182,86698400
6/14/2019,47.8875,48.397499,47.575001,48.1850,46.750183,75046000
6/17/2019,48.2250,48.740002,48.0425,48.4725,47.02911,58676400
6/18/2019,49.0125,50.072498,48.802502,49.6125,48.135162,106204000
6/19/2019,49.9200,49.970001,49.327499,49.4675,47.994492,84496800
6/20/2019,50.0925,50.1525,49.5075,49.8650,48.380154,86056000
6/21/2019,49.7000,50.212502,49.537498,49.6950,48.21521,191202400
6/24/2019,49.6350,50.040001,49.5425,49.6450,48.166702,72881600
